20,200
1,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,0,8005462495091,8005462495091,0,8005462495091,0,8005462495091,8005819039744,8005462495091,0,8005462495091,8005462495091,0,8005462495091
2,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,0,1472664127186,1472664127186,0,1472664127186,0,1472664127186,1473173782528,1472664127186,0,1472664127186,1472664127186,0,1472664127186
4,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,0,4517716664046,4517716664046,0,4517716664046,0,4517716664046,4518305595392,4517716664046,0,4517716664046,4517716664046,0,4517716664046
8,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,0,1678596243330,1678596243330,0,1678596243330,0,1678596243330,1679332212736,1678596243330,0,1678596243330,1678596243330,0,1678596243330
16,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,0,983168902625,0,983168902625,983168902625,0,983168902625,0,983168902625,983547510784,983168902625,0,983168902625,983168902625,0,983168902625
32,0,0,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,3714733677474,0,0,0,3714733677474,0,3714733677474,3714733677474,0,0,0,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,0,0,0,0,3714733677474,0,3714733677474,0,3714733677474,0,0,3714733677474,0,0,0,0,0,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,3714733677474,0,0,0,3714733677474,0,3714733677474,0,0,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,0,0,0,0,3714733677474,0,3714733677474,0,0,0,3714733677474,0,3714733677474,0,3714733677474,0,0,0,3714733677474,3714733677474,0,0,0,3714733677474,0,3714733677474,0,3714733677474,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,0,0,0,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,0,3714733677474,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,0,0,0,0,3714733677474,0,3714733677474,0,3714733677474,0,0,3714733677474,0,0,0,0,0,3714733677474,0,3714733677474,0,0,0,0,0,3714733677474,3714733677474,0,0,0,3714733677474,0,3714733677474,0,0,3714733677474,0,3714733677474,0,0,3715146711040,0,0,3714733677474,0,0,3714733677474
64,0,0,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,1902181782190,0,0,0,1902181782190,0,1902181782190,1902181782190,0,0,0,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,0,0,0,0,1902181782190,0,1902181782190,0,1902181782190,0,0,1902181782190,0,0,0,0,0,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,1902181782190,0,0,0,1902181782190,0,1902181782190,0,0,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,0,0,0,0,1902181782190,0,1902181782190,0,0,0,1902181782190,0,1902181782190,0,1902181782190,0,0,0,1902181782190,1902181782190,0,0,0,1902181782190,0,1902181782190,0,1902181782190,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,0,0,0,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,0,1902181782190,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,0,0,0,0,1902181782190,0,1902181782190,0,1902181782190,0,0,1902181782190,0,0,0,0,0,1902181782190,0,1902181782190,0,0,0,0,0,1902181782190,1902181782190,0,0,0,1902181782190,0,1902181782190,0,0,1902181782190,0,1902181782190,0,0,1902670512128,0,0,1902181782190,0,0,1902181782190
128,0,0,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,2761082922672,0,0,0,2761082922672,0,2761082922672,2761082922672,0,0,0,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,0,0,0,0,2761082922672,0,2761082922672,0,2761082922672,0,0,2761082922672,0,0,0,0,0,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,2761082922672,0,0,0,2761082922672,0,2761082922672,0,0,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,0,0,0,0,2761082922672,0,2761082922672,0,0,0,2761082922672,0,2761082922672,0,2761082922672,0,0,0,2761082922672,2761082922672,0,0,0,2761082922672,0,2761082922672,0,2761082922672,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,0,0,0,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,0,2761082922672,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,0,0,0,0,2761082922672,0,2761082922672,0,2761082922672,0,0,2761082922672,0,0,0,0,0,2761082922672,0,2761082922672,0,0,0,0,0,2761082922672,2761082922672,0,0,0,2761082922672,0,2761082922672,0,0,2761082922672,0,2761082922672,0,0,2761663971328,0,0,2761082922672,0,0,2761082922672
256,8005462495091,0,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,2786813098259,0,8005462495091,0,2786813098259,0,2786813098259,2786813098259,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,2786813098259,8005462495091,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,2786813098259,0,8005462495091,0,2786813098259,0,2786813098259,0,8005462495091,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,8005462495091,0,2786813098259,0,2786813098259,0,2786813098259,0,8005462495091,0,2786813098259,2786813098259,0,8005462495091,0,2786813098259,0,2786813098259,0,2786813098259,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,0,2786813098259,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,2786813098259,8005462495091,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,0,2786813098259,0,8005462495091,0,8005462495091,0,2786813098259,2786813098259,0,8005462495091,0,2786813098259,0,2786813098259,0,8005462495091,2786813098259,0,2786813098259,0,8005462495091,2787433775104,8005462495091,0,2786813098259,8005462495091,0,2786813098259
512,1472664127186,0,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,2073902922115,0,1472664127186,0,2073902922115,0,2073902922115,2073902922115,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,2073902922115,1472664127186,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,2073902922115,0,1472664127186,0,2073902922115,0,2073902922115,0,1472664127186,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,1472664127186,0,2073902922115,0,2073902922115,0,2073902922115,0,1472664127186,0,2073902922115,2073902922115,0,1472664127186,0,2073902922115,0,2073902922115,0,2073902922115,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,0,2073902922115,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,2073902922115,1472664127186,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,0,2073902922115,0,1472664127186,0,1472664127186,0,2073902922115,2073902922115,0,1472664127186,0,2073902922115,0,2073902922115,0,1472664127186,2073902922115,0,2073902922115,0,1472664127186,2074469203968,1472664127186,0,2073902922115,1472664127186,0,2073902922115
